#
# This data is provided by behindthename.com and is licensed under CC BY-SA 4.0.
# To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/4.0
#
# Given names, their genders and synonyms, exported from the behindthename.com database.
# Sun, 25 Apr 2021 23:47:57 -0700
#
# name	gender	related
Eugenios	m	Eugenius
Eugenius	m	Eugenios
Eugeniusz	m	
Eugraphios	m	
Eukene	f	
Eukleides	m	Euclid,Euclides
Eula	f	Eulalia
Eulália	f	
Eulàlia	f	
Eulalia	f	Eula,Olalla
Eulalie	f	
Eulogia	f	
Eulogio	m	
Eulogios	m	Eulogius
Eulogius	m	Eulogios
Eumelia	f	
Eun	mf	
Eunice	f	
Eunika	f	
Eunike	f	
Eun-Jeong	f	Eun-Jung
Eun-Ji	f	
Eun-Jung	fm	Eun-Jeong
Eunomia	f	
Eun-Yeong	f	Eun-Young
Eun-Young	f	Eun-Yeong
Euphemia	f	Effie,Eppie
Euphemios	m	
Euphranor	m	
Euphrasia	f	
Euphrasie	f	
Euphrosyne	f	
Eupraxia	f	
Euri	f	
Eurig	m	
Euripides	m	
Europa	f	Europe
Europe	f	Europa
Eurwen	f	
Euryalos	m	Euryalus
Euryalus	m	Euryalos
Eurydice	f	Eurydike
Eurydike	f	Eurydice
Eusebia	f	
Eusébio	m	
Eusebio	m	
Eusebios	m	Eusebius
Eusebiu	m	
Eusebius	m	Eusebios
Eustace	m	
Eustache	m	
Eustachio	m	
Eustachius	m	
Eustachy	m	
Eustachys	m	
Eustacia	f	Stacia
Eustáquio	m	
Eustaquio	m	
Eustathios	m	Eustathius
Eustathius	m	Eustathios
Eustorgio	m	
Eustorgios	m	Eustorgius
Eustorgius	m	Eustorgios
Euterpe	f	
Euthalia	f	
Euthymia	f	
Euthymios	m	Euthymius
Euthymius	m	Euthymios
Eutímio	m	
Eutimio	m	
Eutropia	f	
Eutropio	m	
Eutropios	m	Eutropius
Eutropius	m	Eutropios
Eutychia	f	
Eutychios	m	Eutychius,Eutychos
Eutychius	m	Eutychios,Eutychos
Eutychos	m	Eutychios,Eutychius
Eutychus	m	
Éva	f	
Eva	f	Ava,Avah,Aviana,Avianna,Eef,Eefje,Eeva,Eve,Evelia,Evi,Evie,Evita,Evvie,Evy,Yeva
Evadne	f	Euadne
Ēvalds	m	
Evaline	f	Evalyn,Eveline,Evelyn,Evelynn,Evie,Evvie
Evalyn	f	Evaline,Eveline,Evelyn,Evelynn,Evie,Evvie
Eva María	f	
Evan	m	Ianto,Iefan,Ieuan,Ifan,Ioan,Iwan
Evander	m	Euandros,Evandrus,Iomhar,Ivor
Evandrus	m	Evander
Evangelia	f	
Evangelija	f	Vangelija
Evangelina	f	Evangeline,Lina
Evangeline	f	Evangelina
Evangeliya	f	
Evangelos	m	Vangelis
Évariste	m	
Evaristo	m	
Evaristus	m	Euaristos
Evdokia	f	
Evdokija	f	
Evdokiya	f	Avdotya,Dunya,Dunyasha,Yevdokiya
Ève	f	
Eve	f	Ava,Avah,Eeva,Eva,Evie,Evvie
Eveleen	f	Ava,Avah,Aviana,Avianna,Eva,Evaline,Evalyn,Eve,Eveline,Evelyn,Evelynn,Evie,Evvie
Evelia	f	Eva,Evita
Evelien	f	Eveline
Eveliina	f	
Evelin	f	
Evelína	f	
Evelīna	f	Ina,Līna
Evelina	f	Avis,Evy,Lina
Eveline	f	Evaline,Evalyn,Evelien,Evelyn,Évelyne,Evelynn,Evie,Evvie
Evelyn	fm	Evaline,Evalyn,Eveline,Evelynn,Evie,Evvie
Évelyne	f	Eveline
Evelynn	f	Evaline,Evalyn,Eveline,Evelyn,Evie,Evvie
Even	m	Eivind,Øivind,Øyvind
Everard	m	
Everett	m	Everette
Everette	m	Everett
Everild	f	
Everitt	m	Everett,Everette
Everlee	f	Everleigh,Everly
Everleigh	f	Everlee,Everly
Everly	f	Everlee,Everleigh
Evert	m	Eef
Evette	f	Yvette
Evgeni	m	Evgeniy,Evgeny,Genko,Geno,Genya,Yevgeni,Yevgeniy,Yevgeny,Zhenya
Evgenia	f	Evgeniya,Yevgeniya,Zhenya
Evgenij	m	
Evgenija	f	
Evgenios	m	
Evgeniy	m	Evgeni,Evgeny,Genya,Yevgeni,Yevgeniy,Yevgeny,Zhenya
Evgeniya	f	Evgenia,Yevgeniya,Zhenya
Evgeny	m	Evgeni,Evgeniy,Genya,Yevgeni,Yevgeniy,Yevgeny,Zhenya
Evhen	m	Yevgen,Yevhen
Evi	f	Eef,Eefje,Eva,Evy
Eviatar	m	Evyatar
Evie	f	Ava,Avah,Aviana,Avianna,Eva,Evaline,Evalyn,Eve,Eveline,Evelyn,Evelynn,Evvie
Évike	f	Éva
Evîn	f	
Evita	f	Eva,Evelia
Evlogi	m	
Evonne	f	Evette,Lavonne,Yvette,Yvonne
Evpraksiya	f	
Évrard	m	
Evren	mf	
Evridiki	f	Kiki
Evripidis	m	
Evron	m	
Evvie	f	Ava,Avah,Aviana,Avianna,Eva,Evaline,Evalyn,Eve,Eveline,Evelyn,Evelynn,Evie
Evy	f	Eef,Eefje,Eva,Evelina,Evi
Evyatar	m	Eviatar
Evžen	m	
Evženie	f	
Ewa	f	
Ewald	m	Ewoud,Ewout
Ewan	m	Eoghan,Euan
Ewart	m	
Ewelina	f	
Ewen	m	
Ewoud	m	Ewald,Ewout
Ewout	m	Ewald,Ewoud
Eyal	m	
Eydís	f	
Eylül	f	
Eymen	m	
Eysteinn	m	
Eytan	m	Eitan
Eyüp	m	
Eyvindr	m	
Eyvindur	m	
Ezar	m	
Ezechias	m	
Ezechiel	m	Hiezecihel
Ezekias	m	
Ezekiel	m	Zeke
Ezequiel	m	
Ezer	m	
Ezgi	f	
Ezhil	mf	
Ezio	m	
Eziz	m	
'Ezra'	m	
Ezra	m	
Ezras	m	
Eztebe	m	Estebe
Faas	m	
Fábia	f	
Fabia	f	Fabiola
Fábián	m	
Fabián	m	
Fabian	m	
Fabiana	f	
Fabiano	m	
Fabianus	m	
Fabien	m	
Fabienne	f	
Fabijan	m	
Fábio	m	
Fabio	m	
Fabiola	f	Fabia
Fabius	m	
Fabó	m	Fábián
Fabrice	m	
Fabricia	f	
Fabrício	m	
Fabricio	m	
Fabricius	m	
Fabrizia	f	
Fabrizio	m	
Fachtna	m	
Facundo	m	
Facundus	m	
Faddei	m	
Faddey	m	
Fadi	m	
Fadia	f	
Fadil	m	
Fadila	f	
Faɗimatu	f	
Fadime	f	
Fadl	m	Fazl
Fadumo	f	
Fadzai	f	
Fae	f	Faith,Fay,Faye
Fáelán	m	
Fahd	m	
Fahim	m	
Fahima	f	
Fahmida	f	
Fahri	m	
Fahriye	f	
Faiga	f	
Faigel	f	Faiga,Feige
Faina	f	
Fairuz	f	Fayruz
Fairuza	f	Fairuz,Fayruz
Faisal	m	Faizel,Faysal
Faith	f	Fae,Fay,Faye
Faithe	f	Fae,Faith,Fay,Faye
Faivish	m	
Faiz	m	
Faiza	f	Fayza
Faizel	m	Faisal,Faysal
Fajr	f	
Fajra	f	
Fakhri	m	
Fakhriyya	f	
Falk	m	
Fallon	f	
Famke	f	Femke
Fancy	f	
Fane	m	Ștefan
Fang	fm	
Fannar	m	
Fanni	f	Franciska,Stefánia
Fannie	f	Cissy,Fanny,Fran,Frances,Francis,Frankie,Frannie,Franny,Sissie,Sissy
Fanny	f	Cissy,Fannie,Fran,France,Frances,Francette,Francine,Francis,Francisca,Françoise,Frankie,Frannie,Franny,Paca,Paquita,Sissie,Sissy,Stéphanie
Fantine	f	
Faolán	m	Fillin,Phelan
Farag	m	Faraj
Farah	mf	
Farai	mf	
Faraj	m	Farag
Faraji	m	
Faramond	m	
Faramund	m	
Fareed	m	Farid
Fareeha	f	Fariha
Fərhad	m	
Farhad	m	
Farhan	m	
Farhana	f	
Farhata	m	Phraates
Fərid	m	
Farid	m	Fareed
Farida	f	
Faridoon	m	Fereydoon,Fereydoun
Fariha	f	Fareeha
Faris	m	
Farjana	f	Farzana
Farley	m	
Farohildis	f	Pharaildis
Faron	m	
Farooq	m	Farouk,Faruk,Faruq
Farouk	m	Farooq,Faruk,Faruq
Farquhar	m	Fearchar
Farrah	f	
Farrell	m	
Farrokh	m	
Farruh	m	Farrux
Farrukh	m	
Farrux	m	Farruh
Faruk	m	Farooq,Farouk,Faruq
Faruq	m	Farooq,Farouk,Faruk
Farvald	m	
Farzana	f	Farjana
Farzaneh	f	
Farzona	f	
Fatema	f	
Fatemah	f	
Fathi	m	
Fathimath	f	
Fathiyya	f	Fatiha
Fatih	m	
Fatiha	f	Fathiyya
Fátima	f	
Fàtima	f	
Fatima	f	Fatimah,Fatma
Fatimah	f	Fatima,Fatma
Fatimata	f	Fatimatou,Fatou,Fatoumata,Fatuma
Fatimatou	f	Fatimata,Fatou,Fatoumata,Fatuma
Fatin	fm	
Fatma	f	Fatima,Fatimah,Fatoş
Fatmir	m	
Fatmire	f	
Fatoş	f	Fatma
Fatou	f	Fatimata,Fatimatou,Fatoumata,Fatuma
Fatoumata	f	Fatimata,Fatimatou,Fatou,Fatuma
Fatsani	mf	
Fatuma	f	Fatimata,Fatimatou,Fatou,Fatoumata
Fauna	f	
Faunus	m	
Faust	m	
Fausta	f	
Faustin	m	
Faustina	f	
Faustine	f	
Faustino	m	
Faustinus	m	
Fausto	m	
Faustus	m	
Fawn	f	
Fawzi	m	
Fawziya	f	Fawziyya
Fawziyya	f	Fawziya
Fay	f	Fae,Faith,Faye
Faye	f	Fae,Faith,Fay
Fayiz	m	
Fayruz	f	Fairuz
Faysal	m	Faisal,Faizel
Fayvel	m	
Fayza	f	Faiza
Fazl	m	Fadl
Fearchar	m	Farquhar
Feardorcha	m	
Fearghal	m	Fergal
Fearghas	m	Fergie,Fergus
Febe	f	
Febronia	f	
Fechín	m	Feichín
Fedde	m	
Fedele	m	
Fedelm	f	Feidelm
Fedelma	f	
Fedelmid	mf	Fedlimid,Feidlimid
Federica	f	
Federico	m	Federigo
Federigo	m	Federico
Fedir	m	
Fedlimid	mf	Fedelmid,Feidlimid
Fedor	m	Fedya,Feodor,Fyodor
Fedora	f	
Fedot	m	
Fedya	m	Fedor,Feodor,Fyodor
Fehim	m	
Fehime	f	
Feichín	m	Fechín
Feidelm	f	Fedelm
Feidhelm	f	Delma,Fidelma
Feidhlim	m	Feidhlimidh,Felim,Phelim
Feidhlimidh	m	Feidhlim,Felim,Phelim
Feidlimid	mf	Fedelmid,Fedlimid
Feige	f	
Feivel	m	
Feivush	m	
Félagi	m	
Felice	m	
Felícia	f	
Felicia	f	Lisha
Feliciana	f	
Feliciano	m	
Felicianus	m	
Felicidad	f	
Felicidade	f	
Félicie	f	
Felicie	f	
Félicien	m	
Félicienne	f	
Felicita	f	
Felicitás	f	Zita
Felicitas	f	Felizitas
Félicité	f	
Felicity	f	
Felicius	m	
Felicja	f	
Felicjan	m	
Felicyta	f	Zyta
Feliks	m	
Felim	m	Feidhlim,Feidhlimidh,Phelim
Felina	f	
Feline	f	
Felinus	m	
Felip	m	
Felipa	f	
Felipe	m	Filipe
Felipinho	m	Felipe,Filipe
Felisa	f	
Feliu	m	
Félix	m	
Felix	m	
Felizitas	f	Felicitas
Femi	m	Olufemi,Oluwafemi
Femie	f	Effie,Eppie,Euphemia
Femke	f	Famke
Femme	m	
Fen	fm	
Fenella	f	Finella,Finola,Fionola
Fenna	f	Fenne
Fenne	f	Fenna
Fenrir	m	
Fenton	m	
Feodor	m	Fedor,Fedya,Fyodor
Feodora	f	
Feodosiy	m	
Feodosiya	f	
Feofan	m	
Feofil	m	
Feofilakt	m	
Ferapont	m	
Feray	f	
Ferdi	m	Ferdinand
Ferdie	m	Ferdinand,Ferdy
Ferdinánd	m	Nándor
Ferdinand	m	Ferdi,Ferdie,Ferdo,Ferdy,Fernand
Ferdinanda	f	Fernanda
Ferdinando	m	Nando
Ferdo	m	Ferdinand
Ferdous	mf	
Ferdousi	f	
Ferdowsi	m	Firdausi
Ferdy	m	Ferdie,Ferdinand
Ferdynand	m	
Ferenc	m	Feri
Fereshteh	f	
Fereydoon	m	Faridoon,Fereydoun
Fereydoun	m	Faridoon,Fereydoon
Fergal	m	Fearghal
Fergie	mf	Fearghas,Fergus
Fergus	m	Fearghas,Fergie
Ferhat	m	
Feri	m	Ferenc
Ferid	m	
Feride	f	
Feridun	m	
Feriha	f	
Ferit	m	
Ferkó	m	Ferenc,Feri
Fermín	m	
Fermin	m	Fermintxo,Mintxo
Fermintxo	m	Fermin,Mintxo
Fern	f	Ferne
Fernand	m	Ferdinand
Fernanda	f	Ferdinanda
Fernande	f	
Fernando	m	Fernão,Hernán,Hernando,Nando
Fernão	m	Fernando,Nando
Ferne	f	Fern
Feroz	m	Feroze
Feroze	m	Feroz
Ferran	m	
Ferrer	m	
Ferruccio	m	
Ferrutius	m	
Feruza	f	
Fester	m	
Festus	m	
Fevronia	f	
Fevzi	m	
Fevziye	f	
Ffion	f	
Fflur	f	
Ffraid	f	
Ffransis	m	
Fiachna	m	
Fiachra	m	
Fiacre	m	
Fiadh	f	
Fiammetta	f	
Fianna	f	
Fidan	f	
Fidda	f	Fizza
Fidel	m	
Fidela	f	
Fidelia	f	Fidela
Fidelis	m	
Fidelma	f	Delma,Feidhelm
Fido	m	
Fieke	f	Josefien,Josephine,Pien,Sofie,Sophie
Fien	f	Fiene,Josefien,Josephine
Fiene	f	Fien,Josefien,Josephine
Fiera	f	
Fiete	m	Fred,Friedrich,Fritz
Fife	m	Fyfe
Fifi	f	Josée,Josèphe,Joséphine,Josette,Josiane
Figaro	m	
Fihr	m	
Fikret	m	Fikri
Fikri	m	Fikret
Fikriye	f	
Fikriyya	f	
Filadelfo	m	
Filat	m	
Filbert	m	
Filemón	m	
Filib	m	
Filibert	m	
Filiberto	m	
Filimena	f	
Filimon	m	
Filip	m	Flip,Philip
Filipa	f	
Filipe	m	Felipe
Filipina	f	
Filipp	m	
Filippa	f	
Filippo	m	
Filippos	m	
Filippu	m	
Filippus	m	
Filips	m	
Filiz	f	
Fillin	m	Faolán,Phelan
Filomena	f	
Fima	m	Yefim
Fina	f	Serafina
Finbar	m	Bairre,Finbarr,Finnbar,Finnbarr,Fionnbarra,Fionnbharr
Finbarr	m	Bairre,Finbar,Finnbar,Finnbarr,Fionnbarra,Fionnbharr
Findlay	m	
Finees	m	
Finella	f	Fenella,Finola,Fionola
Fingal	m	Fingall,Fionnghall
Fingall	m	Fingal,Fionnghall
Finka	f	Jozefina
Finlay	m	Finley,Fionnlagh
Finley	mf	Finlay,Finnley,Fionnlagh
Finn	m	Finnagán,Finnán,Fion,Fionn,Fionnán,Fynn
Finnagán	m	Finn,Finnán,Fion,Fionn,Fionnán
Finnán	m	Finn,Finnagán,Fion,Fionn,Fionnán
Finnbar	m	Bairre,Finbar,Finbarr,Finnbarr,Fionnbarra,Fionnbharr
Finnbarr	m	Bairre,Barra,Barry,Finbar,Finbarr,Finnbar,Fionnbarra,Fionnbharr
Finnegan	m	
Finnén	m	Finnian
Finnguala	f	Finnuala,Finola,Fionnghuala,Fionnuala,Fionola,Nola,Nuala
Finnian	m	Finnén
Finnley	m	Finley
Finnr	m	
Finnuala	f	Finnguala,Finola,Fionnghuala,Fionnuala,Fionola,Nuala
Finnur	m	
Finola	f	Fenella,Finella,Finnguala,Finnuala,Fionnghuala,Fionnuala,Fionola,Nola,Nuala
Fintan	m	Fionntan
Fion	m	Finn,Finnagán,Finnán,Fionn
Fíona	f	
Fiona	f	
Fionn	m	Finn,Finnagán,Finnán,Fion,Fionnán
Fionnán	m	Finn,Finnagán,Finnán,Fion,Fionn
Fionnbarra	m	Bairre,Barra,Barrie,Barry,Finbar,Finbarr,Finnbar,Finnbarr,Fionnbharr
Fionnbharr	m	Bairre,Barra,Barrie,Barry,Finbar,Finbarr,Finnbar,Finnbarr,Fionnbarra
Fionnghall	m	Fingal,Fingall
Fionnghuala	f	Finnguala,Finnuala,Finola,Fionnuala,Fionola,Nuala
Fionnlagh	m	Finlay,Finley
Fionntan	m	Fintan
Fionnuala	f	Finnguala,Finnuala,Finola,Fionnghuala,Fionola,Nola,Nuala
Fionola	f	Fenella,Finella,Finnguala,Finnuala,Finola,Fionnghuala,Fionnuala,Nola,Nuala
Fioralba	f	
Fiore	fm	Fiorella,Flora
Fiorella	f	Fiore
Fiorenza	f	
Fiorenzo	m	
Fiorino	m	
Fırat	m	
Firdaus	m	Firdos,Firdous
Firdausi	m	Ferdowsi
Firdos	m	Firdaus,Firdous
Firdous	m	Firdaus,Firdos
Firenze	f	
Firmin	m	
Firmino	m	
Firminus	m	
Firoozeh	f	Firouzeh,Firuzeh
Firouz	m	Firuz,Pirooz,Pirouz,Piruz
Firouzeh	f	Firoozeh,Firuzeh
Firoz	m	
Firuz	m	Firouz,Pirooz,Pirouz,Piruz
Firuza	f	Firuzə
Firuzə	f	Firuza
Firuze	f	
Firuzeh	f	Firoozeh,Firouzeh
Fishel	m	
Fisher	m	
Fishke	m	Fishel
Fito	m	Adolfo,Rodolfo
Fitz	m	
Fitzroy	m	
Fizza	f	Fidda
Fjolla	f	
Flæmingr	m	
Flaithrí	m	Florry,Flurry
Flaka	f	
Flamur	m	
Flanagan	m	
Flann	mf	Flannán
Flannán	mf	Flann
Flannery	fm	
Flávia	f	
Flavia	f	
Flavian	m	
Flaviana	f	
Flaviano	m	
Flavianus	m	
Flavie	f	
Flavien	m	
Flavienne	f	
Flávio	m	
Flavio	m	
Flaviu	m	Flavius
Flavius	m	Flaviu
Flemming	m	
Fletcher	m	
Fleur	f	
Fleurette	f	Fleur
Flick	fm	Felicity
Flint	m	
Flip	m	Filip,Philip
Flo	f	Flora,Florence,Floretta,Florrie,Flossie
Floella	f	Flo,Flora,Florence,Floretta,Florrie,Flossie
Floor	mf	Floortje,Flora,Floris
Floortje	f	Floor,Flora
Flor	f	Florencia,Florinda
Flóra	f	
Flora	f	Fiore,Flo,Floor,Floortje,Flore,Floretta,Florrie
Flore	f	Flora
Florence	fm	Flo,Florrie,Flossie
Florência	f	
Florencia	f	Flor
Florêncio	m	
Florencio	m	
Florent	m	
Florentia	f	
Florentin	m	
Florentina	f	
Florentine	f	
Florentino	m	
Florentinus	m	
Florentius	m	
Floretta	f	Flo,Flora,Florrie
Florette	f	Flora,Flore
Flórián	m	
Florián	m	
Florian	m	
Floriana	f	
Floriane	f	
Florianne	f	Floriane
Floriano	m	
Florianus	m	
Florijan	m	
Florimond	m	
Florin	m	
Florina	f	
Florinda	f	Flor
Florine	f	
Florinus	m	
Floris	m	Floor
Floro	m	Fiore
Florrie	f	Flo,Flora,Florence,Floretta,Flossie
Florry	m	Flaithrí,Flurry
Florus	m	
Flossie	f	Flo,Florence,Florrie
Flower	f	
Floyd	m	
Flurry	m	Flaithrí,Florry
Flutura	f	
Flynn	m	
Foka	m	
Folami	mf	
Folant	m	
Folcher	m	
Folke	m	
Fólki	m	
Foma	m	
Fons	m	Alfons
Forbes	m	
Ford	m	
Forest	m	Forrest
Forrest	m	Forest
Fortuna	f	
Fortunata	f	
Fortunato	m	
Fortunatus	m	
Fortune	mf	
Foster	m	
Foteini	f	Fotini
Fotini	f	Foteini
Fotios	m	Fotis
Fotis	m	Fotios
Fouad	m	Fuad
Fox	m	
Fran	mf	Cissy,Curro,Fannie,Fanny,Franc,France,Frances,Franci,Francis,Francisco,Frančišek,Frane,Franjo,Frank,Frankie,Frannie,Franny,Frano,Kiko,Paco,Pancho,Paquito,Sissie,Sissy
Franc	m	Fran,France,Franci,Frančišek
Franca	f	Francesca
France	fm	Fanny,Fran,Franc,Francette,Franci,Francine,Frančišek,Françoise
Francene	f	Francine
Frances	f	Cissy,Fannie,Fanny,Fran,Francis,Frankie,Frannie,Franny,Sissie,Sissy
Francesc	m	Cesc
Francesca	f	Franca
Francesca Pia	f	
Francesco	m	Franco
Francesco Pio	m	
Francescu	m	
Francette	f	Fanny,France,Francine,Françoise
Franci	m	Fran,Franc,France,Frančišek
Francine	f	Fanny,France,Francette,Françoise
Francis	mf	Cissy,Fannie,Fanny,Fran,Frances,Frank,Frankie,Frannie,Franny,Sissie,Sissy
Francisca	f	Chica,Fanny,Paca,Paquita
Francisco	m	Chico,Curro,Fran,Kiko,Paco,Pancho,Paquito
Francisco Javier	m	
Franciscus	m	Frans
Frančišek	m	Fran,Franc,France,Franci
Frančiška	f	Francka
Franciska	f	Fanni
Francisque	m	
Franciszek	m	
Franciszka	f	
Franck	m	
Francka	f	Frančiška
Franco	m	Francesco
François	m	
Françoise	f	Fanny,France,Francette,Francine
François-Marie	m	
Frane	m	Fran,Franjo,Frano
Frang	m	
Frangag	f	
Franjo	m	Fran,Frane,Frano
Frank	m	Fran,Francis,Frankie,Franklin,Franny
Franka	f	
Frankenstein	m	
Frankie	mf	Cissy,Fannie,Fanny,Fran,Frances,Francis,Frank,Franklin,Frannie,Franny,Sissie,Sissy
Franklin	m	Frank,Frankie
Franklyn	m	
Franko	m	
Frannie	f	Cissy,Fannie,Fanny,Fran,Frances,Francis,Frankie,Franny,Sissie,Sissy
Franny	mf	Cissy,Fannie,Fanny,Fran,Frances,Francis,Frank,Frankie,Frannie,Sissie,Sissy
Frano	m	Fran,Frane,Franjo
Frans	m	Franciscus
Frañsez	m	
Frañseza	f	
František	m	
Františka	f	
Frantzisca	f	
Frantziscu	m	
Frantziska	f	
Frantzisko	m	Patxi
Franz	m	
Fränze	f	Franzi,Franziska,Ziska
Franzi	f	Fränze,Franziska,Ziska
Franziska	f	Fränze,Franzi,Ziska
Franz Xaver	m	
Fraser	m	
Frauke	f	
Frazier	m	
Frea	f	
Fred	m	Alfred,Fiete,Freddie,Freddy,Frédéric,Frederick,Frederico,Frederik,Fredric,Fredrick,Freek,Friedrich,Frits,Fritz,Manfred,Rik
Freda	f	Alfreda,Freddie,Winifred,Winnie,Winnifred
Freddie	mf	Alfreda,Fred,Freda,Freddy,Frederick,Fredric,Fredrick,Winifred,Winnie,Winnifred
Freddy	m	Fred,Freddie,Frederick,Frederik,Fredric,Fredrick,Freek,Frits,Rik
Fredenand	m	
Frédéric	m	Fred
Frederica	f	
Frederick	m	Fred,Freddie,Freddy,Fredric,Fredrick
Frederico	m	Fred
Frederik	m	Fred,Freddy,Freek,Frits,Rik
Frederikke	f	Rikke
Frédérique	f	
Frediano	m	
Fredo	m	Alfredo,Federico,Federigo,Goffredo
Fredric	m	Fred,Freddie,Freddy,Frederick,Fredrick
Fredrick	m	Fred,Freddie,Freddy,Frederick,Fredric
Fredrik	m	Veeti
Fredrika	f	Riika,Riikka,Rika
Freek	m	Fred,Freddy,Frederik,Frits,Rik
Freeman	m	
Freida	f	Elfreda,Elfrieda,Frieda
Frej	m	
Freja	f	
Frens	m	Frenske
Frenske	m	Frens
Frey	m	Freyr
Freya	f	Freyja
Freyde	f	
Freyja	f	Freya
Freyr	m	Frey
Fricis	m	Frīdrihs
Frida	f	
Fridenot	m	
Friderik	m	
Frideswide	f	
Frīdrihs	m	Fricis
Fridtjof	m	
Friduhelm	m	
Friduman	m	
Fridumar	m	
Friduric	m	
Fridwald	m	
Frieda	f	Elfreda,Elfrieda,Elfriede,Freida,Friede,Friederike,Fritzi,Rike
Friede	f	Elfriede,Frieda,Friederike,Fritzi,Rike
Friedemann	m	
Friederike	f	Frieda,Friede,Fritzi,Rike
Friedhelm	m	
Friedhold	m	
Friedrich	m	Fiete,Fred,Fritz
Frige	f	
Frigg	f	
Frigidianus	m	
Frigyes	m	
Friso	m	
Fríða	f	
Friðrik	m	
Friðrika	f	
Friðþjófr	m	
Friðuswiþ	f	
Fritiof	m	
Fritjof	m	Fridtjof
Frits	m	Fred,Freddy,Frederik,Freek,Rik
Fritz	m	Fiete,Fred,Friedrich
Fritzi	f	Frieda,Friede,Friederike,Rike
Frode	m	
Frodo	m	
Frona	f	
Frosina	f	
Fróði	m	
Frøya	f	
Fruma	f	
Fruzsina	f	
Fryderyk	m	
Fryderyka	f	
Fu	mf	
Fuad	m	Fouad
Fuat	m	
Fūjin	m	
Fulbert	m	
Fulco	m	
Fulgencio	m	
Fulgentius	m	
Fulgenzio	m	
Fulk	m	Fulke
Fulke	m	Fulk
Fülöp	m	
Fulton	m	
Fulvia	f	
Fúlvio	m	
Fulvio	m	
Fulvius	m	
Fumihito	m	
Fumnanya	fm	
Funanya	f	
Funda	f	
Fungai	mf	
Funmilayo	f	
Funs	m	Funske
Funske	m	Funs
Furaha	f	
Furiosa	f	
Furkan	m	
Furqan	m	
Füsun	f	
Fuyuko	f	
Fyfe	m	Fife
Fynn	m	Finn
Fyodor	m	Fedor,Fedya,Feodor
Fyokla	f	
Gabby	mf	Brielle,Gabe,Gabriel,Gabrielle
Gabe	m	Gabby,Gabriel
Gabi	fm	Ella,Gábor,Gábriel,Gabriel,Gabriela,Gabriele,Gabriella,Gavril,Gavrila
Gabija	f	
Gabin	m	
Gabino	m	
Gabinus	m	
Gabir	m	Jabir
Gábor	m	Gabi,Gábriel
Gabr	m	Jabr
Gábriel	m	Gabi,Gábor
Gabriël	m	
Gabriel	m	Biel,Gabby,Gabe,Gabi,Gavril,Kaapo
Gabriela	f	Gabi,Gabriele
Gabriele	mf	Gabi,Gabriela
Gabrielė	f	
Gabrielius	m	
Gabriella	f	Bree,Bria,Briella,Ella,Gabi
Gabriëlle	f	
Gabrielle	f	Brielle,Gabby
Gabriels	m	
Gabrijel	m	
Gabrijela	f	
Gad	m	
Gadar	f	Katar
Gadisa	m	
Gadise	f	
Gae	f	Gay,Gaye
Gaea	f	Gaia
Gaël	m	Gael
Gael	m	Gaël
Gaëlle	f	
Gaenor	f	
Gaétan	m	Gaëtan
Gaëtan	m	Gaétan
Gaetana	f	
Gaétane	f	
Gaëtane	f	
Gaetano	m	
Gafar	m	Jafar,Jaffar,Jaffer
Gage	m	
Gahariet	m	Gareth
Gai	m	Guy
Gaia	f	Gaea
Gaiana	f	Gaiane
Gaiane	f	Gaiana
Gail	f	Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gale,Gayla,Gayle
Gaila	f	Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gale,Gayla,Gayle
Gaios	m	
Gaioz	m	
Gaius	m	Caius
Gaizka	m	
Gaja	f	Kaja
Gál	m	
Gal	fm	Galia,Galit
Gala	f	Galina,Galya
Galadriel	f	
Galahad	m	
Galaktion	m	
Galal	m	Jalal
Galchobhar	m	
Gale	fm	Abbey,Abbi,Abbie,Abby,Abigail,Abigayle,Gail,Gayla,Gayle
Galeazzo	m	
Galen	m	
Galena	f	Galina,Galya
Galene	f	
Galenos	m	
Gali	f	
Galia	f	Gal,Galit
Galila	f	Jalila
Galilahi	f	
Galina	f	Gala,Galena,Galya
Galini	f	
Galip	m	
Galit	f	Gal,Galia
Gall	m	
Gal·la	f	
Galla	f	
Gallagher	m	
Gallchobhar	m	
Gallo	m	
Gallus	m	
Galo	m	
Galvão	m	
Galya	f	Gala,Galena,Galina
Gamal	m	Jamaal,Jamal
Gamaliel	m	
Gamil	m	Jameel,Jamil
Gamila	f	Djamila,Jameela,Jamila,Jamillah
Gamze	f	
Ganbaatar	m	
Ganbold	m	
Gandalf	m	Gandálfr
Gandálfr	m	Gandalf
Ganesh	m	
Ganesha	m	
Gang	m	
Gani	m	Isagani
Ganix	m	
Ganizani	mf	
Ganna	f	Hanna
Gantulga	m	
Ganymede	m	Ganymedes
Ganymedes	m	Ganymede
Ganzorig	m	
Garaile	m	
Garbhán	m	Garvan
Garbi	f	Garbiñe
Garbiñe	f	Garbi
Gardenia	f	
Garegin	m	Garen,Karekin,Karen
Garen	m	Garegin,Karekin,Karen
Gareth	m	Gahariet,Gaz
Garey	m	
Garfield	m	
Gargi	f	
Garland	m	
Garnet	fm	
Garnett	mf	
Garnette	f	Garnet
Garnier	m	
Garret	m	
Garrett	m	
